timestamp,user,text,user_sentiment
2021-07-25 16:30:50,DeejayCya, New Content on the Street SoICalled 🔥🎶 By  🙌🙌 stream here  🎶❤️  You  wont regret 🎶…,positive
2021-07-25 16:30:46,KILLlNGTYRANTS,"ᅠ⠀ 
ᅠ⠀        
you  ate  a  golden  apple,   
slowly  you'll  regenerate  &&.
be  able  to  walk.

come  upstairs… ",positive
2021-07-25 16:30:37,susanmcgraw88,"I refer to it as ""Cult-45""    We must remember nearly every single GOP member voted against an investigation AND im… ",negative
2021-07-25 16:30:38,LINDAJUDY23," I disagree with ⁦⁩ and ⁦⁩ on many policies, but I do respect their integrity.  

This is a gr…",positive
2021-07-25 16:30:40,tkjoinsthefray,  Mum looked so proud as Edward took the carving knife and moved to the top of the table. The apple in my…,negative
2021-07-25 16:30:42,RRice27927, It’s really quite astounding when you consider the fact that only 2 out of 211 House Republicans (less than 1%) can be t…,negative
2021-07-25 16:30:50,LovelyGigi33," Get out of cities 

Mob of 100 teens shouting 'Fight Night' swarms firefighter walking his dog in Queens and beats him up…",neutral
2021-07-25 16:30:42,fmguitars, It’s really quite astounding when you consider the fact that only 2 out of 211 House Republicans (less than 1%) can be t…,negative
2021-07-25 16:30:49,ch_uff, It’s really quite astounding when you consider the fact that only 2 out of 211 House Republicans (less than 1%) can be t…,negative
2021-07-25 16:30:37,bbfree4900, It’s really quite astounding when you consider the fact that only 2 out of 211 House Republicans (less than 1%) can be t…,negative
2021-07-25 16:30:40,RjeyTech, Apple iPhone 13 | Why you should care!  via  ,positive
2021-07-25 16:30:39,shawmilachild2," Oh Yeah, Don’t Go Yet
Don’t Go Yet!!! ",positive
2021-07-25 16:30:53,OmegaAmen," Big business today (Google, Facebook, Microsoft, GE, Walmart, Apple, Amazon, etc.) have accumulated sufficient powers to n…",positive
2021-07-25 16:30:35,NikkiGlitch," TEFFLING LORE TIME:
TEFFLINGS CAN COME IN A RANGE OF COLOUR FROM RED TO YELLOW! YELLOW FOR MID DAY, RED FOR DUSK AND D…",positive
2021-07-25 16:30:38,D_larryyjjhay, you don’t need no other bodyy  ,positive
2021-07-25 16:30:54,D_larryyjjhay, This song eh! 👌🏾 ,positive
2021-07-25 16:30:38,cruisemaster114," STREAM:
 ",positive
2021-07-25 16:30:34,D_larryyjjhay," I feel it comin'
Time is of the essence ",positive
2021-07-25 16:30:43,D_larryyjjhay," Wizkid- Essence 🔥🤌 They understood the assignment 

",positive
2021-07-25 16:30:46,AkiLeaf,"links
apple : 
banana : 
blueberry : 
cherry :… ",positive
2021-07-25 16:30:38,allarick_, I grew up thinking that Adam and Eve really ate an apple that's why there were chased out of garden of Eden . Kumbe thos…,negative
2021-07-25 16:30:36,_oftoday_,Apple TV+ &apos;Central Park&apos; cast and producers appear in Comic&Con panel  Producers and stars of the Apple T… ,positive
2021-07-25 16:30:48,Crazy__tenant, I grew up thinking that Adam and Eve really ate an apple that's why there were chased out of garden of Eden . Kumbe thos…,negative
2021-07-25 16:30:44,theceltpub,"Orlando City Gameday - Come grab a crisp Magner’s Cider 🍎 and watch Orlando City take on NYCFC in the Big Apple!

S… ",positive
2021-07-25 16:30:42,topsetupmag,"Apple now streams lossless audio, are you ready?



tech setup music audio DAC apple ",positive
2021-07-25 16:30:40,ShayMur47266033,"I scored 74 points in Stack
 ",positive
2021-07-25 16:30:47,mastafa11223312,"This trending music game is super addictive 😍 fun, exciting and challenging! 💥 
Check it Out! 👉Tiles Hop👈… ",positive
2021-07-25 16:30:47,HEYO_ChavLee,"Wisconsin police hit back at social media video accusing officer of 'planting evidence' - Fox News

Here it is y’al… ",negative
2021-07-25 16:30:36,bluberiiprems,"🏷️ Netflix Premium ph, Spotify Premium ph, Viu Premium ph, YouTube Premium, Grammarly Premium, Wattpad Premium, Wat… ",negative
2021-07-25 16:30:34,factormystic,ted lasso is an interesting experiment in collective self-gaslighting; the show (like soccer itself) isn't actually… ,positive
2021-07-25 16:30:45,sugarcakess1,"  DM me with your cashApp, Apple Pay or PayPal and get spoil immediately ❤️ ❤️ ❤️",positive
2021-07-25 16:30:42,LadyJReads,  would agree with us. Nice buck would have been rewarded with carrots or a tasty apple.,neutral
2021-07-25 16:30:34,sugarcakess1," DM me with your cashApp, Apple Pay or PayPal and get spoil immediately ❤️ ❤️ ❤️",positive
2021-07-25 16:30:50,eugenealbernaz," Maybe, just maybe, you jumped to conclusions…

",positive
2021-07-25 16:30:49,sugardaddy1866,  Drop your PayPal and apple pay and get spoil instantly DM if you're interested ❤️ 💕,positive
2021-07-25 16:30:35,ChartsLMBR,"Apple Music UK: 
11. “Heartbreak Anthem” (+3) 
24. Kiss My (Uh-Oh) (+2) *new peak*
",positive
2021-07-25 16:30:39,JashkallyFornia,shuffle is doing exactly what is needed this fine sunday  ,positive
2021-07-25 16:30:50,sugarcakess1," DM me with your cashApp, Apple Pay or PayPal and get spoil immediately ❤️ ❤️ ❤️",positive
2021-07-25 16:30:47,Aizza45, Happy birthday mother apple,positive
2021-07-25 16:30:39,TRAPGIRLSYD,You are… ,positive
2021-07-25 16:30:36,Em0ti0nlessYT, That’s the new Green Apple that they added with the Buzzy Bees update,neutral
2021-07-25 16:30:37,CAMERONUCHIS, Can i have the video of nene saying Apple,positive
2021-07-25 16:30:53,catyoob,i need an apple watch BAD,negative
2021-07-25 16:31:16,FireflyScarlet, Kadokawa's president Takeshi Natsuno said that manga are unable to pass the examination of google and apple so the rules of wh…,negative
2021-07-25 16:31:12,KiraboPatrici1, Tales of a short person..😂😂,positive
2021-07-25 16:31:03,_bby_kayy_," Dms are open to buy the full video🧡

 Payment: Cashapp, Apple Pay, Venmo ",negative
2021-07-25 16:31:14,Janis454," The Apple of My Eye 
 02",positive
2021-07-25 16:31:05,MaritesTan16, The critics’ praises are loud. Watch Physical on Apple TV+  ,positive
2021-07-25 16:31:10,bandito_1914, Jonathan & Luke of  join us for ‘The Ultimate Five Team  Draft’ picking from the best players…,positive
2021-07-25 16:31:17,Martinamilf, Apple 🍎 rode that dick perfectly ,negative
2021-07-25 16:31:01,makochi_UF," It was a pleasure to interview  - Apple Fellow at . 
His approach to innovation represented a link with th…",positive
2021-07-25 16:31:11,LoloCraiger29," My Nightmare on a Saturday morning in Central Park?

Where’s Ma?

Blast Master  is live here:

…",negative
2021-07-25 16:30:58,MarkusLaird," Sunday
sundayvibes 
Well just an apple to share all my tweet friends
Have a relaxing Sunday
✨✨🤗🥰🍎🍎 ",positive
2021-07-25 16:31:14,johnath41519647, Lol Do Yall See This Cum Shot 😇. My Dick Felt Like A Rocket Or Something 🤣. Full Video Available Via Cashapp/Apple Pay Payme…,positive
2021-07-25 16:31:07,Hibzster, This At Apple Bees On Union 🤦🏼‍♀️ Memphis Just Don’t Surprise Me ,negative
2021-07-25 16:31:15,SultanMd29," GIVEAWAY $1000 | 14 JUTA RUPIAH | APPLE IPAD PRO (GEN 3) FOR ONE WINNER !! 😻✨

- rt like follow me and;

 
…",positive
2021-07-25 16:31:04,SultanMd29," GIVEAWAY $1000 | 14 JUTA RUPIAH | APPLE IPAD PRO (GEN 3) FOR ONE WINNER !! 🔮

- rt like follow me and;

 , …",positive
2021-07-25 16:31:04,avocilla," GIVEAWAY $1000 | 14 JUTA RUPIAH | APPLE IPAD PRO (GEN 3) FOR ONE WINNER !! 😻✨

- rt like follow me and;

 
…",positive
2021-07-25 16:30:59,2sumbodhy," 🎶 SB19BazingaOfficialLyrics

Stream SB19PagsibolEP on Spotify, Apple Music and more music platforms now!
💿 …",positive
2021-07-25 16:30:57,loyal_da_lox, New Content on the Street SoICalled 🔥🎶 By  🙌🙌 stream here  🎶❤️  You  wont regret 🎶…,positive
2021-07-25 16:31:00,LBY5way, Y’all go check out “WORK IT” on all platforms. GET MONEY OR GET LEFT ON APPLE MUSIC video also on YouTube. ‼️🔥🔥🔥🔥🔥🔥 …,negative
2021-07-25 16:31:04,JameelHassan_,Shit really puts you in survival mode for your whole adult life.. even with making vv good money it’s hard to shake… ,positive
2021-07-25 16:31:01,santhinkbot,apple juice ,positive
2021-07-25 16:31:10,davemac905,"  Hello, Kindly spare some time and click on the link to Pre-Save the music on the Apple/Spotify Platform.

RA…",positive
2021-07-25 16:31:01,29Aspect,People like Soros sew the seeds of division and anarchy. This was never about anything else. Who comes out on top??… ,negative
2021-07-25 16:31:12,_Munakisi," AD|

ICYMI  released Emlanjeni on apple music 🤌🏽

",positive
2021-07-25 16:31:06,DocKimResists, “The pandemic was a breaking point for low-wage workers like Bonney and Vang who are fed up with being treated poorly whi…,negative
2021-07-25 16:30:55,AhadS007," Expected revenue growth this year:

Coinbase: 393%
Square: 111%
Snap: 66%
Airbnb: 62%
Tesla: 56%
Roku: 54%
Pinterest: 53%…",positive
2021-07-25 16:31:12,CoughfeeShoppe,"FreeRadio NoCommercialAds Girls in the Hood by Megan Thee Stallion 
  … ",positive
2021-07-25 16:31:16,SallyPa88561263," Thousands of anti-vaccine protesters gather in London - The Independent
Blimey somebody actually reporting a protest!…",negative
2021-07-25 16:31:03,RedGujjar, UK weather: London floods as Met Office issue amber warning - The Telegraph ,negative
2021-07-25 16:31:07,santhinkbot,spotify,positive
2021-07-25 16:31:06,uMoreAi,Seeing the world through rose-colored glasses while blindly being positive is not the same as having an attitude of… ,positive
2021-07-25 16:31:02,realvari_, I grew up thinking that Adam and Eve really ate an apple that's why there were chased out of garden of Eden . Kumbe thos…,negative
2021-07-25 16:31:16,CharlesPDavis,Democratic  of Florida tells ⁦⁩ that Republican  is to blame for the… ,negative
2021-07-25 16:30:57,rainbowsaredope,"Behind The Lens, These Women Created Photographs That Leap Over Decades - NPR ",positive
2021-07-25 16:30:58,LatinMixMasters,"Estas Escuchando la 1 en REGAETTON Now playing on LMM REGGAETON RADIO: Quizás by Brytiago, Ozuna, Lunay! Tune in n… ",positive
2021-07-25 16:31:11,StagetoStream1,"Now playing Gregory Porter - Light At the End of the Tunnel - DOWNLOAD OUR FREE APP.

Android… ",positive
2021-07-25 16:31:02,BillyBadBirrd, Most of my friends ask me for money and won't pay it back so I have very few friends because of them… ,negative
2021-07-25 16:31:05,cordatvm," the major downside of androids is the apple exclusive shit like facetime, air drop, those emoji filter… ",negative
2021-07-25 16:31:07,christianbute," No, it's not just you. I didn't see anything big from Apple since the iPhone 10, they just patch the sam… ",negative
2021-07-25 16:31:17,d_lew716,"“Could of done a lot of time, And I ain't never snorted shit, Put it all up on the line, Got a lot up on my mind, G… ",negative
2021-07-25 16:31:16,TheMarcusGarret,"In Alabama and Louisiana, many people are turning down Covid vaccines because they are angry that President Donald… ",negative
2021-07-25 16:31:15,MarcoSav93,I accidentally deleted my favorite playlist on Apple Music when I was drunk last night and now I’m trying to rack m… ,negative
2021-07-25 16:31:02,jim80474578,"In Alabama and Louisiana, partisan opposition to vaccine surges alongside Delta variant - POLITICO. Bit this makes… ",negative
2021-07-25 16:31:13,AnnaEvaLena1,"Someone sent me this....says he's Sam...........""I need an Apple Card to upgrade my phone and I can’t get seem  to… ",negative
2021-07-25 16:31:02,sugarcakess1,"  DM me with your cashApp, Apple Pay or PayPal and get spoil immediately ❤️ ❤️ ❤️",positive
2021-07-25 16:30:56,shellyfromEire,Happy Sunday Tweeps! Throwback song to put a smile on your face! 😊 ,positive
2021-07-25 16:30:55,sugardaddy1866, Drop your PayPal and apple pay and get spoil instantly DM if you're interested ❤️ 💕,positive
2021-07-25 16:31:01,notursummer,yeah that’s my baby 🥰 ,positive
2021-07-25 16:30:59,ErenKondje, All about the sour apple 👑,positive
2021-07-25 16:31:04,sleepy_darius, Yes my honey cinnamon buttercup peppermint cupcake crispy apple pie lover,positive
2021-07-25 16:30:55,kweeeeen__,taking my card off apple pay & hiding the cards this shit is ridiculous the way i spend money,negative
2021-07-25 16:31:23,JboyNotes,  Here is the whole interview  🙏:,positive
2021-07-25 16:31:24,zoomthetbt," This pod is LOADED. Tons of Zip stuff,  interview, Mick Cronin stories, etc. “Three amigos” 🔥🎧",positive
2021-07-25 16:31:30,moneyonstax_, It’s not often you can have the new Raw Women’s Champion on your show two weeks in a row!,positive
2021-07-25 16:31:25,sodagrrl, The timing of this tweet is so odd!  ,negative
2021-07-25 16:31:38,JayeRell, Shit really puts you in survival mode for your whole adult life.. even with making vv good money it’s hard to shake the…,negative
2021-07-25 16:31:32,Rach_Jessie, We are loving the new single! ,positive
2021-07-25 16:31:29,FunsizeOreo," We’re back with another new episode. Available now on YouTube, Spotify, Apple, etc. link in bio ",positive
2021-07-25 16:31:37,JoeyTheToothIDP," I continue my look into some training camp battles and this time, the NFC North

1:08 Chicago Bears 
8:45 Detroit Lio…",positive
2021-07-25 16:31:28,HBTonly, Republicans who incited the January 6 insurrection are not permitted to serve on the investigatory committee for the sa…,negative
2021-07-25 16:31:38,theo02813409, Imagine the IBM hype than imagine Windows or Apple. Solidity and substrate.  and  both genius…,positive
2021-07-25 16:31:35,nisaswiftie13,"Eh, English breakfast a bit nah. This is look like nato for me. Fish and chips ? Another fast food like American wi… ",negative
2021-07-25 16:31:38,bb12_17tbest, Republicans who incited the January 6 insurrection are not permitted to serve on the investigatory committee for the sa…,negative
2021-07-25 16:31:29,foxfaurot, Republicans who incited the January 6 insurrection are not permitted to serve on the investigatory committee for the sa…,negative
2021-07-25 16:31:35,xtulipeta, Things are heating up in Schmigadoon. Here’s Carson with the latest. Watch a new episode of Schmigadoon on Apple TV+ …,positive
2021-07-25 16:31:31,SinhueCegueda," Billie Eilish - ""Happier Than Ever""
The new album, out July 30.
Pre-add now on :  https…",positive
2021-07-25 16:31:35,avocilla," GIVEAWAY $1000 | 14 JUTA RUPIAH | APPLE IPAD PRO (GEN 3) FOR ONE WINNER !! 🔮

- rt like follow me and;

 , …",positive
2021-07-25 16:31:28,ensuson," 🎶 SB19BazingaOfficialLyrics

Stream SB19PagsibolEP on Spotify, Apple Music and more music platforms now!
💿 …",positive
2021-07-25 16:31:24,Cliff_Wolf,Outstanding. It’s the only word I can think of. RaysUp,positive
2021-07-25 16:31:31,SixPersistsBlue," I disagree with ⁦⁩ and ⁦⁩ on many policies, but I do respect their integrity.  

This is a gr…",positive
2021-07-25 16:31:38,MarcoAntonioGR,"🐶🐻

Good Sunday to  lawyers!",negative
2021-07-25 16:31:27,TrumpsTaxes,"We can finally put a number on how many 'principled conservatives' there are in the House.

And the fact that we ca… ",negative
2021-07-25 16:31:33,dougbrownDBA," Living the Beta Life: Testing Apple, Google, Microsoft pre-release operating systems  …",positive
2021-07-25 16:31:22,Hibzster,His date looks pissed,negative
2021-07-25 16:31:29,debr3322, It’s really quite astounding when you consider the fact that only 2 out of 211 House Republicans (less than 1%) can be t…,negative
2021-07-25 16:31:31,Maddog4Biden, It’s really quite astounding when you consider the fact that only 2 out of 211 House Republicans (less than 1%) can be t…,negative
2021-07-25 16:31:28,OpenBlender_io, 'Make a Machine Learning Pipeline which inputs Business News and generates predictions for Apple Stock Price re-trainin…,positive
2021-07-25 16:31:23,JulieDanelle777, It’s really quite astounding when you consider the fact that only 2 out of 211 House Republicans (less than 1%) can be t…,negative
2021-07-25 16:31:33,ML_Tweet_Bot, 'Make a Machine Learning Pipeline which inputs Business News and generates predictions for Apple Stock Price re-trainin…,positive
2021-07-25 16:31:31,Trebor66862846," Get out of cities 

Mob of 100 teens shouting 'Fight Night' swarms firefighter walking his dog in Queens and beats him up…",neutral
2021-07-25 16:31:23,NoSafeSeatsGA, Defending the right to vote is as American as apple pie. Our nation is stronger when people have the opportunity to choose and dete…,positive
2021-07-25 16:31:20,KhokherSushma," 🌑 COIN98 Wallet Airdrop Prize Pool 5,000,000 C98 | Market Binance | Recomended Airdrop, Dont Skip

🔸 Donwload Coin98 wall…",positive
2021-07-25 16:31:27,KhokherSushma," 🌑 COIN98 Wallet Airdrop Prize Pool 5,000,000 C98 | Market Binance | Recomended Airdrop, Dont Skip

🔸 Download Coin98 wall…",positive
2021-07-25 16:31:32,Im__Ken, I’m not giving these Marxist Radicals the time of day! Guilty by association! One bad apple spoils the whole bunch! I’m bo…,positive
2021-07-25 16:31:19,vivek_mallina," Expected revenue growth this year:

Coinbase: 393%
Square: 111%
Snap: 66%
Airbnb: 62%
Tesla: 56%
Roku: 54%
Pinterest: 53%…",positive
2021-07-25 16:31:26,Helena_Cabello1, don’t go yet started trending at 27 yesterday on youtube spain and now it’s at 13! the song is also rising on apple music spa…,positive
2021-07-25 16:31:20,Duapeep2020," 🎵 | US iTunes Song Chart:

61. ""Love Again"" (+17) *New Peak*

",positive
2021-07-25 16:31:23,kookiearmy_29," Apple Music Daily — Global

5. Butter (=)
6. Permission To Dance (=)
24. Dynamite (-4)

 ",positive
2021-07-25 16:31:22,WayneOdera, I grew up thinking that Adam and Eve really ate an apple that's why there were chased out of garden of Eden . Kumbe thos…,negative
2021-07-25 16:31:22,RilwanLucas,Apple pie and ice cream imo.,positive
2021-07-25 16:31:23,kikoekitty, one of the greatest kpop song of all time i fear ,negative
2021-07-25 16:31:34,Flore63222015," . ""Don't Fight The Feeling"" Remains at 1 in South Korea Apple Music Chart For 45 Days At A Row. oMG🎊",negative
2021-07-25 16:31:33,alriyadhdaily,"iPhone Photography Awards Winners Announced (And Their Photos Are Breathtaking)
-


photo… ",positive
2021-07-25 16:31:26,SPACpicks,  That is apple World Trade Center,negative
2021-07-25 16:31:23,pizzahmwitu, I grew up thinking that Adam and Eve really ate an apple that's why there were chased out of garden of Eden . Kumbe thos…,negative
2021-07-25 16:31:33,lourenzosmith," .'s ""The Life of Pablo"" has re-entered the top 30 on Apple Music US.",positive
2021-07-25 16:31:31,Samakaveli1,  We have all heard of the amazing features and the great NFT wallet by  🔥 but… ,positive
2021-07-25 16:31:29,VictimOfIllusio,"From Escape from reality song: ""in my mind the vision is out of time...""
BandCamp : … ",positive
2021-07-25 16:31:21,Aivonian,"But seriously, I grew up thinking that Adam and Eve really ate an apple. Kumbe those guys did it.😒😭 ",negative
2021-07-25 16:31:36,iAppleBytes,"  Of course it can, all the Rolex does is tell time and is crazy expensive, the Apple Watch does… ",positive
2021-07-25 16:31:18,Greedsakiller,"In the end, the unvaccinated person has decided to inflict a preventable & unjustifiable harm upon family, friends,… ",negative
2021-07-25 16:31:22,Estuary_Witch,"So I got a magic Apple Watch for my birthday and it’s a complete snitch. 

It has a heart rate monitor (for your he… ",positive
2021-07-25 16:31:28,anthroposcream,"Don't sit under the apple tree with anyone else but me
Anyone else but me, anyone else but me
No, no, no
Don't sit… ",negative
2021-07-25 16:31:33,C_B9, how do I go about getting a replacement for my overpriced loop band that has split within 9 months? Can’t se… ,negative
2021-07-25 16:31:26,CashorTrade,FS: Apple Velley Lafayette NY billystrings billystringstickets bmfs bluegrass facevaluetickets [VISIT: ],positive
2021-07-25 16:31:32,CharlesPDavis,First task for Afghan forces is to slow Taliban's momentum — ⁦⁩  ,negative
2021-07-25 16:31:23,JHSclove,"j-hope is now playing: Campfire by Steezy Prime & Devon Rea 

#방탄소년단제이홉 JHOPE #제이홉 ",positive
2021-07-25 16:31:28,MyCFFJill,Apple is holding my things hostage. No like.,negative
2021-07-25 16:31:22,David51169891, Drop your cash app PayPal and apple pay and get spoil instantly DM if you're interested ❤️ 💕,positive
2021-07-25 16:31:27,TNTina,Shawty got them apple bottom jeans 👖 boots 👢 with the fur (THE FUR)!!!!,positive
2021-07-25 16:31:48,wyndleton," It has Netflix, Apple Music and Spotify. Dude stays in his bag.",negative
2021-07-25 16:31:51,_TheWhiteShow, Oh you turnt my boy gone ahead & send me the Apple pay request,positive
2021-07-25 16:31:45,JoeaPombo, Last night was fun for the music podcast check out if you want to hear about new music or more about an artist you might li…,positive
2021-07-25 16:31:53,D_larryyjjhay, Davido can't even carry him self not to talk of carrying someone. He can't even get Yungbleu to top 30 on Nigeria Apple. Let n…,negative
2021-07-25 16:31:43,sorrell59," if you push voting without an ID then you are trying to cheat.

Everyone can get an ID. ",negative
2021-07-25 16:31:59,PrescottNorm," if you push voting without an ID then you are trying to cheat.

Everyone can get an ID.",negative
2021-07-25 16:31:43,DoubleUGoo," if you push voting without an ID then you are trying to cheat.

Everyone can get an ID.",negative
2021-07-25 16:31:49,levonevn," if you push voting without an ID then you are trying to cheat.

Everyone can get an ID.",negative
2021-07-25 16:31:45,GPgthomas," if you push voting without an ID then you are trying to cheat.

Everyone can get an ID.",negative
2021-07-25 16:31:44,catdeb77," if you push voting without an ID then you are trying to cheat.

Everyone can get an ID.",negative
2021-07-25 16:31:42,Mamamia1151, Republicans who incited the January 6 insurrection are not permitted to serve on the investigatory committee for the sa…,negative
2021-07-25 16:31:43,suedalonzo," I was told that my vaccination would grow me a tail? I haven’t gotten my tail.
Where’s my Fkcing tail they told me I’d…",negative
2021-07-25 16:31:53,ShouldHeld, Republicans who incited the January 6 insurrection are not permitted to serve on the investigatory committee for the sa…,negative
2021-07-25 16:31:48,JoeaPombo, Hey tomorrow an all new podcast is out Livestream now if you awake  ,positive
2021-07-25 16:31:55,PhoenixTheeGlam," TOMORROW, NEW RAW Women's Champion  joins  on the latest episode of OutOfCharacter 🎧🎙️

Subscribe: h…",positive
2021-07-25 16:31:57,Ariel_Liz19," TOMORROW, NEW RAW Women's Champion  joins  on the latest episode of OutOfCharacter 🎧🎙️

Subscribe: h…",positive
2021-07-25 16:31:49,julitoaayala,"Hey  dudes, the actual president party challenge us (mexicans) to think different, but this looks kinda steal… ",negative
2021-07-25 16:31:46,pooswifties13," To celebrate 1yearoffolklore,  shares the original version of thelakes. 

Listen now: …",positive
2021-07-25 16:31:59,Alan_Nishihara," Apple will be making an appearance at the  for 2021, with the October attendance set to be the first after ten ye…",positive
2021-07-25 16:31:49,annepanwaplan,"Despite my general sugar goblin status I oddly am not a fan of doughnuts, so…just 13 I guess because I do like an a… ",positive
2021-07-25 16:31:40,JustCruiseNow," Dear Apple Music Streamers,

Please accept 2021 “iCONic Special Recognition Award” For your contributions toward Laycon Mu…",positive
2021-07-25 16:31:59,ElizabethSade2, . ‘s Shall We Begin has entered Malta’s Apple Music Top 5 Albums(Worldwide Genre) charting at 5🔥🔥🔥🔥🔥🔥 …,positive
2021-07-25 16:31:42,wh0lu,Mind your business,positive
2021-07-25 16:31:57,tonicheytown," We have a snack...

Gruyere, Brie, Ciligine, Grapes, Cherries and Sliced Apple with an inexpensive Bordeaux …",positive
2021-07-25 16:31:46,HiggyKitty, It’s really quite astounding when you consider the fact that only 2 out of 211 House Republicans (less than 1%) can be t…,negative
2021-07-25 16:31:58,Timi_sf,custard is horrible ngl,negative
